"","ID","cv_window","cv_value","k_cv_value","full_length","species_names","Binomial","Replicate","Excluded_LPR_2022","Citation","Class","Order","Family","Genus","Species","Subspecies","Authority","Common_name","Location","Country","All_countries","Region","IPBES_region","IPBES_subregion","Latitude","Longitude","Specific_location","System","T_realm","T_biome","FW_realm","FW_biome","M_realm","M_ocean","M_biome","Migratory_fw_fish","Units","Method","start_year","end_year","unique_years","is_continuous","new_species","PValue_lm","PValue_mk","DetrendNeeded_lm","DetrendNeeded_mk","GBIF_ID"
"130",4802,4,0.0276697045575881,0.0276572122920884,FALSE,"Rhinolophus hipposideros","Rhinolophus_hipposideros",1,0," Battersby, J. E. (2005). UK Mammals: Species Status and Population Trends. J. Battersby, JNCC/Tracking Mammals Partnership: 116.","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","hipposideros","NULL","Bechstein, 1800","Lesser horseshoe bat","England","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",53,-2,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Population Index","colony count",1995,2003,9,TRUE,"Rhinolophus hipposideros",0.000000193443540871311,0.0001,TRUE,TRUE,2432614
"131",4803,4,0.0314560102346454,0.0314315283963842,FALSE,"Rhinolophus hipposideros","Rhinolophus_hipposideros",1,0," Battersby, J. E. (2005). UK Mammals: Species Status and Population Trends. J. Battersby, JNCC/Tracking Mammals Partnership: 116.","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","hipposideros","NULL","Bechstein, 1800","Lesser horseshoe bat","Wales","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",52.56667,-2.66667,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"population index","colony counts",1994,2003,10,TRUE,"Rhinolophus hipposideros",0.00000114337240579189,0.0001,TRUE,TRUE,2432614
"132",4809,6,0.212702512839035,0.205460193485439,FALSE,"Canis lupus","Canis_lupus",0,0," Vucetich, J. A. and R. O. Peterson (2004). ""The influence of prey consumption and demographic stochasticity on population growth rate of Isle Royale wolves Canis lupus."" Oikos 107: 309-320.","Mammalia","Carnivora","Canidae","Canis","lupus","NULL","Linnaeus, 1758","Grey wolf / Gray wolf","Isle Royale National Park, USA","United States","United States","North America","Americas","North America",48.00056,-88.83333,1,"Terrestrial","Nearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"number of individuals","aerial survey with fixed-wing aircraft",1959,2003,45,TRUE,"Canis lupus",0.0836485228899265,0.0859980172189397,FALSE,FALSE,5219173
"133",4817,12,0.184512177587739,0.179314517087966,FALSE,"Callorhinus ursinus","Callorhinus_ursinus",0,0," Towell, R. and R. Ream (2008). Northern fur seal pup production and adult male counts on the Pribilof Islands, Alaska, 2008, Alaska Fisheries Science Center, National Marine Mammal Laboratory, 7600 Sand Point Way NE, Bin C15700, Seattle, Washington 98115-0070.","Mammalia","Carnivora","Otariidae","Callorhinus","ursinus","NULL","Linnaeus, 1758","Northern fur seal","St. Paul Island (in the Pribilof Islands part of the Aleutian Islands), Alaska","United States","United States","North America","NULL","NULL",57.4,-170.24667,1,"Marine","NULL","NULL","NULL","NULL","Pacific north temperate","North Pacific Ocean","Polar seas",0,"number of individuals","Adult male direct count",1975,2008,34,TRUE,"Callorhinus ursinus",0.220112267237645,0.57321097891228,FALSE,FALSE,2433487
"134",4819,3,0.268783658410411,0.258275883103213,FALSE,"Mustela erminea","Mustela_erminea",0,0," Erlinge, S. (1983). ""Demography and Dynamics of a Stoat Mustela erminea Population in a Diverse Community of vertebrates."" Journal of Animal Ecology 52: 705-726.","Mammalia","Carnivora","Mustelidae","Mustela","erminea","NULL","Linnaeus, 1758","Stoat / Short-tailed weasel / Ermine","Revinge, Southern Sweden","Sweden","Sweden","Europe","Europe and Central Asia","Central and Western Europe",55.73333,13.46667,1,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"number of individuals","Snow tracking in Autumn",1975,1979,5,TRUE,"Mustela erminea",0.028375325522093,0.0166,TRUE,TRUE,5219019
"135",4844,3,0.125648078001773,0.123422620754349,FALSE,"Odocoileus virginianus","Odocoileus_virginianus",0,0," Rolley, R. E. (2006). White-tailed Deer Population Status. W. D. o. N. Resources, Wisconsin Department of Natural Resources: 1-7.","Mammalia","Artiodactyla","Cervidae","Odocoileus","virginianus","NULL","(Zimmermann, 1780)","White-tailed deer","Northern Forest, Wisconsin, USA","United States","United States","North America","Americas","North America",46.01389,-91.48278,0,"Terrestrial","Nearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"number of individuals","Sex Age Kill (SAK) formula",1981,2006,26,TRUE,"Odocoileus virginianus",0.00060757416998663,0.00182256061509452,TRUE,TRUE,2440965
"136",4845,3,0.116486147760151,0.11488413955702,FALSE,"Odocoileus virginianus","Odocoileus_virginianus",0,0," Rolley, R. E. (2006). White-tailed Deer Population Status. W. D. o. N. Resources, Wisconsin Department of Natural Resources: 1-7.","Mammalia","Artiodactyla","Cervidae","Odocoileus","virginianus","NULL","(Zimmermann, 1780)","White-tailed deer","Central Forest, Wisconsin, USA","United States","United States","North America","Americas","North America",44.21306,-90.07889,0,"Terrestrial","Nearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"number of individuals","Sex Age Kill (SAK) formula",1981,2006,26,TRUE,"Odocoileus virginianus",0.139030034254794,0.363929144845773,FALSE,FALSE,2440965
"137",4846,3,0.0813904015294546,0.080632372841188,FALSE,"Odocoileus virginianus","Odocoileus_virginianus",0,0," Rolley, R. E. (2006). White-tailed Deer Population Status. W. D. o. N. Resources, Wisconsin Department of Natural Resources: 1-7.","Mammalia","Artiodactyla","Cervidae","Odocoileus","virginianus","NULL","(Zimmermann, 1780)","White-tailed deer","Eastern Forest, Wisconsin, USA","United States","United States","North America","Americas","North America",44.07222,-88.76139,0,"Terrestrial","Nearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"number of individuals","Sex Age Kill (SAK) formula",1981,2006,26,TRUE,"Odocoileus virginianus",0.00000000430359140887678,0.000000469860937854179,TRUE,TRUE,2440965
"138",4847,3,0.159510800737337,0.135087440777236,FALSE,"Odocoileus virginianus","Odocoileus_virginianus",0,0," Rolley, R. E. (2006). White-tailed Deer Population Status. W. D. o. N. Resources, Wisconsin Department of Natural Resources: 1-7.","Mammalia","Artiodactyla","Cervidae","Odocoileus","virginianus","NULL","(Zimmermann, 1780)","White-tailed deer","Western Forest, Wisconsin, USA","United States","United States","North America","Americas","North America",44.77778,-91.99472,0,"Terrestrial","Nearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"number of individuals","Sex Age Kill (SAK) formula",1981,2006,26,TRUE,"Odocoileus virginianus",0.00000161048787157071,0.0000000498701813413303,TRUE,TRUE,2440965
"139",4848,3,0.101794286356689,0.100790406555248,FALSE,"Odocoileus virginianus","Odocoileus_virginianus",0,0," Rolley, R. E. (2006). White-tailed Deer Population Status. W. D. o. N. Resources, Wisconsin Department of Natural Resources: 1-7.","Mammalia","Artiodactyla","Cervidae","Odocoileus","virginianus","NULL","(Zimmermann, 1780)","White-tailed deer","Southern Forest, Wisconsin, USA","United States","United States","North America","Americas","North America",42.99389,-89.2975,0,"Terrestrial","Nearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"number of individuals","Sex Age Kill (SAK) formula",1981,2006,26,TRUE,"Odocoileus virginianus",0.000000000407676258091883,0.0000000716955968864986,TRUE,TRUE,2440965
"140",4869,3,0.216285367127465,0.208281463425338,FALSE,"Capreolus capreolus","Capreolus_capreolus",0,0," Focardi, S., P. Montanaro, et al. (2005). ""Distance sampling effectively monitored a declining population of Italian roe deer Capreolus capreolus italicus."" Oryx 39(4): 421-428.","Mammalia","Artiodactyla","Cervidae","Capreolus","capreolus","italicus","Linnaeus, 1758","European roe deer","Castelporziano and Capocotta, Italy","Italy","Italy","Europe","Europe and Central Asia","Central and Western Europe",41.7075,12.40139,1,"Terrestrial","Palearctic","Mediterranean forests, woodlands and scrub","NULL","NULL","NULL","NULL","NULL",0,"mean number of deer observed per position per occasion","Count from observation towers",1988,2003,16,TRUE,"Capreolus capreolus",0.0246612494373869,0.0583758079114183,TRUE,FALSE,5220126
"141",4876,6,0.137265939643692,0.133889256957493,FALSE,"Vicugna vicugna","Vicugna_vicugna",0,0," Bonacic, C., D. W. Macdonald, et al. (2002). ""Density dependence in the camelid Vicugna vicugna: the recovery of a protected population in Chile."" Oryx 36(2): 118-125.","Mammalia","Artiodactyla","Camelidae","Vicugna","vicugna","","(Molina, 1782)","Vicuna","The farmland of Caquena, Lauca National Park and Las Vicu??a Natural Reserve","Chile","Chile","Latin America and Caribbean","Americas","South America",-18.24444,-69.35389,1,"Terrestrial","Neotropical","Montane grasslands and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Survey",1975,1992,18,TRUE,"Vicugna vicugna",0.0000000000685588008659986,0.000000248572076582602,TRUE,TRUE,5220192
"142",4887,3,0.368736725690374,0.33843117901996,FALSE,"Abrothrix longipilis","Abrothrix_longipilis",0,0," Murúa, R., L. A. González, et al. (2003). ""Second-order feedback and climatic effects determine the dynamics of a small rodent population in a temperate forest of South America."" Population Ecology 45: 19-24.","Mammalia","Rodentia","Cricetidae","Abrothrix","longipilis","","Waterhouse, 1837","Long-haired grass mouse","Experimental San Mart?ínWood Station, 72kmnorth of Valdivia City, Chile","Chile","Chile","Latin America and Caribbean","Americas","South America",-39.63333,-73.11667,1,"Terrestrial","Neotropical","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"number of individuals","live-trapping",1980,1998,19,TRUE,"Abrothrix longipilis",0.0000140415421717632,0.000135762639778246,TRUE,TRUE,4265092
"143",4890,4,0.397348774721768,0.351609691314904,FALSE,"Pteropus poliocephalus","Pteropus_poliocephalus",0,0," van der Ree, R., M. J. McDonnell, et al. (2006). ""The establishment and dynamics of a recently established urban camp of flying foxes (Pteropus poliocephalus) outside their geographic range."" Journal of Zoology 268: 177-185.","Mammalia","Chiroptera","Pteropodidae","Pteropus","poliocephalus","","Temminck, 1825","Gray-headed flying fox","Royal Botanic Gardens, Victoria Melbourne, Australia","Australia","Australia","Oceania","Asia and the Pacific","Oceania",-37.82806,144.97778,1,"Terrestrial","Australasia","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"number of individuals","static roost count (daytime)",1994,2003,10,TRUE,"Pteropus poliocephalus",0.00312266886929677,0.000399246963201982,TRUE,TRUE,5218655
"144",4892,3,0.426883766854314,0.375282237806924,FALSE,"Blarina brevicauda","Blarina_brevicauda",0,0," Lima, M., J. F. Merritt, et al. (2002). ""Numerical fluctuations in the northern short-tailed shrew: evidence of non-linear feedback signatures on population dynamics and demography."" Journal of Animal Ecology 71: 159-172.","Mammalia","Soricomorpha","Soricidae","Blarina","brevicauda","","Say, 1823","Northern short-tailed shrew","Powdermill Biological Station, Appalachian Plateau Province of Pennsylvania, USA","United States","United States","North America","Americas","North America",40.16667,-79.26667,1,"Terrestrial","Nearctic","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"number of individuals","trapping",1979,1999,21,TRUE,"Blarina brevicauda",0.977586190389912,0.927752039748692,FALSE,FALSE,2435862
"145",4895,5,0.118437807262785,0.117532120711187,FALSE,"Phascolarctos cinereus","Phascolarctos_cinereus",0,0," Penn, A. M., W. B. Sherwin, et al. (2000). ""Demographic Forecasting in Koala Conservation."" Conservation Biology 14(3): 629-638.","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","cinereus","","(Goldfuss, 1817)","Koala","Oakey, Queensland, Australia","Australia","Australia","Oceania","Asia and the Pacific","Oceania",-27.43,151.71389,1,"Terrestrial","Australasia","Temperate broadleaf and mixed forests","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Observation",1971,1983,13,TRUE,"Phascolarctos cinereus",0.000632287194950342,0.00400014318069459,TRUE,TRUE,2440012
"146",4904,12,0.166441935228982,0.163422047539232,FALSE,"Phoca vitulina","Phoca_vitulina",0,0," Lonergan, M., C. D. Duck, et al. (2007). ""Using sparse survey data to investigate the declining abundance of British harbour seals."" Journal of Zoology 271: 261-269.","Mammalia","Carnivora","Phocidae","Phoca","vitulina","NULL","Linnaeus, 1758","Harbour seal","The Wash, Blakeney Point and Donna Nook, East England","United Kingdom","United Kingdom","Europe","NULL","NULL",52.91944,0.0675,0,"Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","North Sea and Baltic Sea","Unknown",0,"Individuals","Aerial Survey",1992,2006,15,TRUE,"Phoca vitulina",0.0260695080530085,0.0175307033730538,TRUE,TRUE,2434793
"147",4914,9,0.10596952255851,0.105146107021954,FALSE,"Panthera leo","Panthera_leo",0,0," Packer, C., S. Altizer, et al. (1999). ""Viruses of the Serengeti: patterns of infection and mortality in African lions."" Journal of Animal Ecology 68(6): 1161-1178.","Mammalia","Carnivora","Felidae","Panthera","leo","NULL","Linnaeus, 1758","African lion / Asiatic lion","Serengeti National Park, Tanzania","Tanzania, United Republic Of","Tanzania, United Republic Of","Africa","Africa","East Africa and adjacent islands",-2.33333,34.56667,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Monthly monitoring using individual recognition",1975,1998,24,TRUE,"Panthera leo",0.0365706471697551,0.011379370511594,TRUE,TRUE,5219404
"148",4916,9,0.130172592976431,0.128999615846239,FALSE,"Panthera leo","Panthera_leo",0,0," Packer, C., S. Altizer, et al. (1999). ""Viruses of the Serengeti: patterns of infection and mortality in African lions."" Journal of Animal Ecology 68(6): 1161-1178.","Mammalia","Carnivora","Felidae","Panthera","leo","","Linnaeus, 1758","African lion / Asiatic lion","Ngorongoro Crater","Tanzania, United Republic Of","Tanzania, United Republic Of","Africa","Africa","East Africa and adjacent islands",-3.17222,35.56667,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Monthly monitoring using individual recognition",1976,1997,22,TRUE,"Panthera leo",0.0000035112601597588,0.0000870200981889051,TRUE,TRUE,5219404
"149",4917,6,0.458593483562441,0.409118382852882,FALSE,"Oryx leucoryx","Oryx_leucoryx",0,0," Spalton, J. A., M. W. Lawrence, et al. (1999). ""Arabian oryx reintroduction in Oman: successes and setbacks."" Oryx 33(2): 168-175.","Mammalia","Artiodactyla","Bovidae","Oryx","leucoryx","","(Pallas, 1777)","Arabian oryx","Arabian Oryx Sanctuary, Jaaluni, Al Min?·aqah ash Sharq?¢yah","Oman","Oman","Asia","Asia and the Pacific","Western Asia",22.13417,59.24278,1,"Terrestrial","Palearctic","Deserts and xeric shrublands","NULL","NULL","NULL","NULL","NULL",0,"number of individuals","mark-recapture (ear-tagging)",1993,1999,7,TRUE,"Oryx leucoryx",0.478397270978347,0.772,FALSE,FALSE,5220164
"150",4918,3,0.146552666521407,0.143277900288106,FALSE,"Saiga tatarica","Saiga_tatarica",0,0,"Milner-Gulland, E. J., M. V. Kholodova, et al. (2001). ""Dramatic declines in saiga antelope populations."" Oryx 35(4): 340-345.","Mammalia","Artiodactyla","Bovidae","Saiga","tatarica","","Linnaeus, 1766","Saiga antelope","Kalmykia, Kazakhstan","Kazakhstan","Kazakhstan","Asia","Europe and Central Asia","Central Asia",46.03333,70.2,0,"Terrestrial","Palearctic","Deserts and xeric shrublands","NULL","NULL","NULL","NULL","NULL",0,"Number of individuals","Aerial survey - census",1980,2000,21,TRUE,"Saiga tatarica",0.000104952733181623,0.000364046996070212,TRUE,TRUE,2441067
"151",4955,6,0.222669762399522,0.217072263883243,FALSE,"Lycaon pictus","Lycaon_pictus",0,0," Maddock, A. (1999). ""Wild dog demography in Hluhluwe-Umfolozi Park, South Africa."" Conservation Biology 13(2): 412-417.","Mammalia","Carnivora","Canidae","Lycaon","pictus","NULL","(Temminck, 1820)","African wild dog","Hluhluwe-Umfolozi Park, South Africa","South Africa","South Africa","Africa","Africa","Southern Africa",-28.25944,31.90472,1,"Terrestrial","Afrotropical","Montane grasslands and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Number of wild dogs","Individual recognition from direct observations, photos and videos",1981,1996,16,TRUE,"Lycaon pictus",0.00772725653280696,0.0282947024834773,TRUE,TRUE,5219317
"152",5026,4,0.0763516922389628,0.0758268933611727,FALSE,"Aepyceros melampus","Aepyceros_melampus",1,0," Redfern, J. V., P. C. Viljoen, et al. (2002). ""Biases in estimating population size from an aerial census: A case study in the Kruger National Park, South Africa."" South African Journal of Science 98: 455-461.","Mammalia","Artiodactyla","Bovidae","Aepyceros","melampus","NULL","Lichtenstein, 1812","Impala / Black-faced impala","Kruger National Park, South Africa","South Africa","South Africa","Africa","Africa","Southern Africa",-24.01139,31.48417,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands","NULL","NULL","NULL","NULL","NULL",0,"Individuals","Aerial Survey",1981,1993,13,TRUE,"Aepyceros melampus",0.34379830600209,0.0768508722678888,FALSE,FALSE,2441144
