"","Species","GBIF_ID","mean_body_mass"
"1856","Kogia breviceps",2440694,424600
"1857","Kogia sima",2440691,186649.995
"1858","Komodomys rintjanus",2438460,142.14
"1859","Kunsia fronto",2438946,167.99
"1860","Kunsia tomentosus",2438945,115.6
"1861","Laephotis angolensis",2432307,6.11
"1862","Laephotis botswanae",2432306,7.28
"1863","Laephotis namibensis",2432304,8.72
"1864","Laephotis wintoni",2432305,6.1
"1865","Lagenodelphis hosei",2440493,164000
"1866","Lagenorhynchus acutus",5220073,197258.775
"1867","Lagenorhynchus albirostris",5220081,183317.43
"1868","Lagenorhynchus australis",5220072,180000
"1869","Lagenorhynchus cruciger",5220066,72400
"1870","Lagenorhynchus obliquidens",5220069,103000
"1871","Lagenorhynchus obscurus",5220077,80000
"1872","Lagidium peruanum",2439835,1248.5
"1873","Lagidium viscacia",2439834,1797.995
"1874","Lagidium wolffsohni",2439836,1539.995
"1875","Lagorchestes asomatus",2440158,1500
"1876","Lagorchestes conspicillatus",2440156,2741.79499166667
"1877","Lagorchestes hirsutus",2440155,1334.328293
"1878","Lagorchestes leporides",2440157,3000
"1879","Lagostomus maximus",5219945,6392
"1880","Lagostrophus fasciatus",2440134,1866.79698
"1881","Lagothrix cana",9205754,6263.69
"1882","Lagothrix lagothricha",5786085,7650
"1883","Lagothrix lagotricha",5786085,6597.3777255
"1884","Lagothrix lugens",4267241,6263.69
"1885","Lagothrix poeppigii",4267239,6263.69
"1886","Lagurus lagurus",2439131,20.3
"1887","Lama glama",5220190,123750
"1888","Lampronycteris brachyotis",4265427,10.39
"1889","Lariscus hosei",2437526,180
"1890","Lariscus insignis",2437524,174.41
"1891","Lariscus niobe",2437523,174.41
"1892","Lariscus obscurus",2437525,207.8
"1893","Lasionycteris noctivagans",2432341,9.255
"1894","Lasiopodomys brandtii",2438403,40.1
"1895","Lasiorhinus krefftii",5219997,28632.6
"1896","Lasiorhinus latifrons",5219996,25944.1288833333
"1897","Lasiurus blossevillii",5218548,12.33
"1898","Lasiurus borealis",5218543,12.0666666666667
"1899","Lasiurus castaneus",5218538,12.51
"1900","Lasiurus degelidus",5707213,12.33
"1901","Lasiurus ebenus",5707205,14
"1902","Lasiurus ega",5218540,12.2
"1903","Lasiurus egregius",5218547,17.41
"1904","Lasiurus insularis",5707198,20
"1905","Lasiurus intermedius",5218549,21.3
"1906","Lasiurus minor",5218542,12.33
"1907","Lasiurus pfeifferi",5707209,12.33
"1908","Lasiurus salinae",5707203,12.33
"1909","Lasiurus seminolus",5218539,11.4
"1910","Lasiurus varius",5707210,11.815
"1911","Lasiurus xanthinus",5218541,12.2
"1912","Latidens salimalii",2432972,49.99
"1913","Lavia frons",2433354,26
"1914","Leggadina forresti",2438288,21.94
"1915","Leggadina lakedownensis",2438287,17.5
"1916","Leimacomys buettneri",2438372,54.99
"1917","Lemmiscus curtatus",2438225,29.285
"1918","Lemmus amurensis",5219839,60
"1919","Lemmus lemmus",5219840,72.9366666666667
"1920","Lemmus portenkoi",5706758,60
"1921","Lemmus sibiricus",5219835,60
"1922","Lemmus trimucronatus",5219836,52.4
"1923","Lemniscomys barbarus",2438207,26.175
"1924","Lemniscomys griselda",2438200,51.685
"1925","Lemniscomys linulus",2438202,55.87
"1926","Lemniscomys macculus",2438209,26.5
"1927","Lemniscomys mittendorfi",2438205,41.85
"1928","Lemniscomys rosalia",2438201,50.515
"1929","Lemniscomys striatus",2438204,42.2125
"1930","Lemniscomys zebra",4264938,26.175
"1931","Lemur catta",2436412,2444
"1932","Lenothrix canus",2437947,150
"1933","Lenoxus apicalis",2438111,53.6
"1934","Leontocebus fuscicollis",8493215,456.5
"1935","Leontocebus nigricollis",8628111,519.2
"1936","Leontopithecus caissara",2436479,629.255
"1937","Leontopithecus chrysomelas",2436481,582.66
"1938","Leontopithecus chrysopygus",2436480,654.5
"1939","Leontopithecus rosalia",2436482,638.326731566667
"1940","Leopardus braccatus",2434927,2950
"1941","Leopardus colocolo",2434919,2950
"1942","Leopardus geoffroyi",2434942,4000
"1943","Leopardus jacobitus",2434979,8133.78
"1944","Leopardus pardalis",2434982,10295.935812
"1945","Leopardus tigrinus",2434930,2175
"1946","Leopardus wiedii",2434950,3666.66666666667
"1947","Leopoldamys ciliatus",4264874,308.82
"1948","Leopoldamys edwardsi",2437925,308.82
"1949","Leopoldamys milleti",4264875,308.82
"1950","Leopoldamys sabanus",2437926,347.61
"1951","Lepilemur ankaranensis",4266928,713
"1952","Lepilemur dorsalis",2436496,669.03
"1953","Lepilemur edwardsi",2436494,713
"1954","Lepilemur leucopus",2436491,684.515
"1955","Lepilemur microdon",2436495,713
"1956","Lepilemur mustelinus",2436493,691.015
"1957","Lepilemur ruficaudatus",2436490,738.18
"1958","Lepilemur septentrionalis",2436492,713
"1959","Leporillus apicalis",2437781,150
"1960","Leporillus conditor",2437780,332.5
"1961","Leptailurus serval",2435172,8787.32
"1962","Leptomys elegans",2437737,83.52
"1963","Leptomys ernstmayri",2437738,63.185
"1964","Leptomys signatus",2437736,88.095
"1965","Leptonychotes weddellii",2434784,409031.0555
"1966","Leptonycteris curasoae",2433316,24.5
"1967","Leptonycteris nivalis",2433317,22.63
"1968","Leptonycteris yerbabuenae",2433312,24.26
"1969","Lepus alleni",2436708,3475.888889
"1970","Lepus americanus",2436794,1561.20021233333
"1971","Lepus arcticus",2436696,3090.61903866667
"1972","Lepus brachyurus",2436711,2519.45
"1973","Lepus californicus",2436801,2135.33333333333
"1974","Lepus callotis",2436749,2214.08
"1975","Lepus capensis",2436736,2200.166389
"1976","Lepus castroviejoi",2436788,2822.41
"1977","Lepus comus",2436772,2242.055
"1978","Lepus coreanus",2436716,2115.185
"1979","Lepus corsicanus",2436789,3673.33
"1980","Lepus europaeus",7952072,3924.165
"1981","Lepus flavigularis",2436717,2679.08
"1982","Lepus granatensis",2436790,2323.94
"1983","Lepus habessinicus",2436719,2047.11
"1984","Lepus hainanus",2436774,1889.585
"1985","Lepus mandshuricus",2436720,2176.75
"1986","Lepus microtis",2436721,1763.61
"1987","Lepus nigricollis",2436825,2196.875
"1988","Lepus oiostolus",2436727,2468.55
"1989","Lepus othus",2436701,3787.1291665
"1990","Lepus peguensis",2436692,2267.5
"1991","Lepus saxatilis",2436775,2686
"1992","Lepus sinensis",2436732,1607.41
"1993","Lepus starcki",2436704,2358
"1994","Lepus tibetanus",2436833,2078.555
"1995","Lepus timidus",2436756,3030.23833333333
"1996","Lepus tolai",2436778,2078.555
"1997","Lepus townsendii",2436705,2533.33333333333
"1998","Lepus yarkandensis",2436787,1460.41
"1999","Lestodelphys halli",2439939,78.27
"2000","Lestoros inca",2433374,25.8
"2001","Liberiictis kuhni",2434308,1825.47
"2002","Lichonycteris obscura",2433253,6.5
"2003","Limnogale mergulus",2432145,77.7
"2004","Limnomys sibuanus",5219731,64.47
"2005","Liomys adspersus",2439505,63.4975
"2006","Liomys irroratus",2439507,46.5
"2007","Liomys pictus",2439508,45.57
"2008","Liomys salvini",2439506,45.35
"2009","Liomys spectabilis",2439504,65
"2010","Lionycteris spurrelli",2433237,8.85
"2011","Lipotes vexillifer",2440328,90659.58
"2012","Lissodelphis borealis",2440467,113000
"2013","Lissodelphis peronii",2440464,100000
"2014","Lissonycteris angolensis",7261733,68.31
"2015","Litocranius walleri",2441093,42416.665
"2016","Lobodon carcinophaga",2434762,238333.33
"2017","Lobodon carcinophagus",2434762,250000
"2018","Lonchophylla bokermanni",2433226,9.74
"2019","Lonchophylla dekeyseri",2433230,7.2
"2020","Lonchophylla handleyi",2433225,14.53
"2021","Lonchophylla hesperia",2433229,8.72
"2022","Lonchophylla mordax",2433227,21.56
"2023","Lonchophylla robusta",2433224,13.72
"2024","Lonchophylla thomasi",2433228,7.09
"2025","Lonchorhina aurita",2433215,15.38
"2026","Lonchorhina fernandezi",2433213,11.59
"2027","Lonchorhina marinkellei",2433216,17.67
"2028","Lonchorhina orinocensis",2433214,9.04
"2029","Lonchothrix emiliae",2439811,138.2
"2030","Lontra canadensis",2433727,6343.71
"2031","Lontra felina",2433737,11195.36
"2032","Lontra longicaudis",2433738,7027.485
"2033","Lontra provocax",2433736,7499.98
"2034","Lophiomys imhausi",5219729,755
"2035","Lophocebus albigena",2436589,8158.75
"2036","Lophocebus aterrimus",4267096,6768.75
"2037","Lophocebus opdenboschi",4267094,6768.75
"2038","Lophostoma brasiliense",5706814,9.76
"2039","Lophostoma carrikeri",5706811,22.35
"2040","Lophostoma evotis",5706817,20.58
"2041","Lophostoma schulzi",5706813,18.02
"2042","Lophostoma silvicolum",5706810,32.29
"2043","Lophuromys ansorgei",4264934,53.61
"2044","Lophuromys aquilus",4264925,56.035
"2045","Lophuromys brevicaudus",4264926,56.035
"2046","Lophuromys brunneus",4264930,56.035
"2047","Lophuromys chrysopus",4264935,56.035
"2048","Lophuromys eisentrauti",4264936,53.61
"2049","Lophuromys flavopunctatus",2437668,56.035
"2050","Lophuromys melanonyx",2437676,10.2
"2051","Lophuromys nudicaudus",2437672,44.5
"2052","Lophuromys sikapusi",2437675,53.61
"2053","Lophuromys woosnami",2437674,42.14
"2054","Lophuromys zena",4264937,56.035
"2055","Lorentzimys nouhuysi",2439302,14.44
"2056","Loris lydekkerianus",7262073,249.22
"2057","Loris tardigradus",2436626,256.1158352
"2058","Loxodonta africana",2435350,4650000
"2059","Loxodonta cyclotis",2435349,4630000
"2060","Loxodontomys micropus",4265178,66.53
"2061","Lundomys molitor",4265127,238.49
"2062","Lutra longicaudis",4970000,5000
"2063","Lutra lutra",2433753,8186.44833333333
"2064","Lutra nippon",2433751,7809.345
"2065","Lutra sumatrana",2433752,5970.68
"2066","Lutreolina crassicaudata",2439988,631
"2067","Lutrogale perspicillata",2433686,8956.245
"2068","Lycalopex culpaeus",2434340,10472.6666666667
"2069","Lycalopex fulvipes",2434330,3990
"2070","Lycalopex griseus",2434328,3990
"2071","Lycalopex gymnocercus",2434333,6595
"2072","Lycalopex sechurae",2434326,4117
"2073","Lycalopex vetulus",2434331,5444
"2074","Lycaon pictus",5219317,19833.3316666667
"2075","Lyncodon patagonicus",2433691,1000
"2076","Lynx canadensis",2435263,9891.41
"2077","Lynx lynx",2435240,22075
"2078","Lynx pardinus",2435261,10225
"2079","Lynx rufus",2435246,9133.33333333333
"2080","Macaca arctoides",2436605,8795.293364
"2081","Macaca assamensis",2436610,8900
"2082","Macaca cyclopis",2436615,6032.805
"2083","Macaca fascicularis",2436603,5465.91
"2084","Macaca fuscata",2436608,9199.7492405
"2085","Macaca hecki",4267156,7386
"2086","Macaca leonina",4267148,7603.39
"2087","Macaca maura",2436606,6467.195
"2088","Macaca mulatta",2436604,7026.33333333333
"2089","Macaca nemestrina",2436611,7251.305049
"2090","Macaca nigra",2436616,7813.5975
"2091","Macaca nigrescens",4267157,7662.195
"2092","Macaca ochreata",2436607,7290.3
"2093","Macaca pagensis",4267149,7151.5
"2094","Macaca radiata",2436612,5943.6225
"2095","Macaca siberu",4267161,7151.5
"2096","Macaca silenus",2436617,7222.5
"2097","Macaca sinica",2436613,4332.75
"2098","Macaca sylvanus",2436618,10856.5
"2099","Macaca thibetana",2436609,10036.67
"2100","Macaca tonkeana",2436614,10992.765
"2101","Macroderma gigas",5218772,127.889163
"2102","Macrogalidia musschenbroekii",2434740,5148.86
"2103","Macroglossus minimus",5218625,16.25
"2104","Macroglossus sobrinus",5218626,21.8
"2105","Macrophyllum macrophyllum",5218752,8.02
"2106","Macropus agilis",5219975,14953.9375
"2107","Macropus antilopinus",5219988,39573.95
"2108","Macropus bernardus",5219964,17500
"2109","Macropus dorsalis",5219980,8874.8800485
"2110","Macropus eugenii",5219989,4989.64805933333
"2111","Macropus fuliginosus",5219965,25285.997665
"2112","Macropus giganteus",5219981,33206.191475
"2113","Macropus greyi",5219961,10000
"2114","Macropus irma",5219969,8000
"2115","Macropus parma",5219984,3989.155
"2116","Macropus parryi",5219962,11815.00764
"2117","Macropus robustus",5219970,29649.3
"2118","Macropus rufogriseus",2440196,15162.83228
"2119","Macropus rufogriseus banksianus",5219987,16200
"2120","Macropus rufogriseus rufogriseus",7194033,16200
"2121","Macropus rufus",5219963,39743.065
"2122","Macroscelides proboscideus",2440869,39.15
"2123","Macrotarsomys bastardi",2438489,28.45
"2124","Macrotarsomys ingens",2438488,54.99
"2125","Macrotis lagotis",5219460,1150.44234533333
"2126","Macrotis leucura",5219459,359.085
"2127","Macrotus californicus",2433296,11.85
"2128","Macrotus waterhousii",2433295,16.135
"2129","Macruromys elegans",2439192,116.75
"2130","Macruromys major",2439193,357.25
"2131","Madoqua guentheri",2441003,4550
"2132","Madoqua kirkii",2441001,4936.8
"2133","Madoqua piacentinii",2441000,3250
"2134","Madoqua saltiana",2441002,3337.235
"2135","Madromys blanfordi",4264958,14.1
"2136","Makalata didelphoides",4262960,337.33
"2137","Makalata grandis",4262964,584
"2138","Makalata macrura",4262962,439
"2139","Makalata obscura",4262959,108
"2140","Makalata occasius",4262963,276
"2141","Makalata rhipidura",4262961,315
"2142","Malacomys cansdalei",2439146,95.64
"2143","Malacomys edwardsi",2439144,79.71
"2144","Malacomys longipes",2439147,95.64
"2145","Malacothrix typica",5219707,19.36
"2146","Mallomys aroaensis",2439097,1410.745
"2147","Mallomys gunung",2439098,2041.47
"2148","Mallomys istapantap",2439099,1990.43
"2149","Mallomys rothschildi",2439100,1157.5
"2150","Mammelomys lanosus",4264954,99.35
"2151","Mammelomys rattoides",4264955,145.545
"2152","Mandrillus leucophaeus",5219557,17250.825
"2153","Mandrillus sphinx",5219556,23000
"2154","Manis crassicaudata",5219633,13936.89
"2155","Manis culionensis",5219629,4540.855
"2156","Manis gigantea",5219631,32999.85
"2157","Manis javanica",5219628,4380.4275
"2158","Manis pentadactyla",5219638,3637.5
"2159","Manis temminckii",5219630,8408.435
"2160","Manis tetradactyla",5219649,1759.995
"2161","Manis tricuspis",5219635,2134.655
"2162","Marmosa andersoni",2439880,33
"2163","Marmosa canescens",2439934,40
"2164","Marmosa lepida",2439871,16
"2165","Marmosa mexicana",2439876,58.5
"2166","Marmosa murina",2439873,518
"2167","Marmosa quichua",2439872,518
"2168","Marmosa robinsoni",2439862,102.021919203333
"2169","Marmosa rubra",2439875,62.99
"2170","Marmosa tyleriana",2439861,30
"2171","Marmosa xerophila",2439874,30
"2172","Marmosops bishopi",2439942,20.25
"2173","Marmosops cracens",2439955,26.63
"2174","Marmosops dorothea",2439944,42.25
"2175","Marmosops fuscatus",2439949,45.15
"2176","Marmosops handleyi",2439956,30
"2177","Marmosops impavidus",2439945,31
"2178","Marmosops incanus",2439953,59.88
"2179","Marmosops invictus",2439946,34.845
"2180","Marmosops juninensis",2439954,21
"2181","Marmosops neblina",2439943,35
"2182","Marmosops noctivagus",2439957,37
"2183","Marmosops parvidens",2439947,18
"2184","Marmosops paulensis",2439948,49.385
"2185","Marmosops pinheiroi",2439941,24.5
"2186","Marmota baibacina",8911743,3500
"2187","Marmota broweri",2437373,3180
"2188","Marmota caligata",2437378,4299.26
"2189","Marmota camtschatica",2437376,3500
"2190","Marmota caudata",2437366,4225
"2191","Marmota flaviventris",2437369,3504.57666666667
"2192","Marmota marmota",2437377,3500
"2193","Marmota menzbieri",2437367,2943.025
"2194","Marmota monax",2437368,3354.33333333333
"2195","Marmota olympus",2437374,6299.995
"2196","Marmota sibirica",2437372,8000
"2197","Marmota vancouverensis",2437365,4750
"2198","Martes americana",5218864,807.833333333333
"2199","Martes flavigula",5218844,2500
"2200","Martes foina",5218887,1700
"2201","Martes gwatkinsii",5218863,2038.49
"2202","Martes martes",5218878,1173.33166666667
"2203","Martes melampus",5218859,1000
"2204","Martes zibellina",5218826,1066.7
"2205","Massoutiera mzabi",2439821,194
"2206","Mastacomys fuscus",4264849,136.86
"2207","Mastomys coucha",2438907,53.81
"2208","Mastomys erythroleucus",2438912,53.81
"2209","Mastomys huberti",4264823,53.81
"2210","Mastomys natalensis",2438911,42.5875
"2211","Mastomys shortridgei",2438905,46.5
"2212","Maxomys alticola",2438849,158.96
"2213","Maxomys baeodon",2438839,158.96
"2214","Maxomys bartelsii",2438844,88.46
"2215","Maxomys inas",2438841,124.475
"2216","Maxomys ochraceiventer",2438846,158.96
"2217","Maxomys pagensis",2438853,150.48
"2218","Maxomys panglima",2438843,154.72
"2219","Maxomys rajah",2438847,150
"2220","Maxomys surifer",2438837,150.48
"2221","Maxomys whiteheadi",2438838,54.33
"2222","Mazama americana",5220123,28000
"2223","Mazama bricenii",5220121,16499.85
"2224","Mazama chunyi",5220125,16071.74
"2225","Mazama gouazoubira",7261375,16575
"2226","Mazama gouazoupira",5220120,16998.08513
"2227","Mazama nana",5220124,16499.85
"2228","Mazama pandora",5706277,20546.86
"2229","Mazama rufina",5220122,14649.625
"2230","Mazama temama",7261373,23000
"2231","Megadendromus nikolausi",2439333,52
"2232","Megaderma lyra",2433351,42.4675
"2233","Megaderma spasma",2433352,38.6
"2234","Megadontomys thomasi",2438695,110.8
"2235","Megaerops ecaudatus",2432920,26.29
"2236","Megaerops kusnotoi",2432918,19.89
"2237","Megaerops niphanae",2432919,26.3
"2238","Megaerops wetmorei",2432917,18.7
"2239","Megaloglossus woermanni",2432799,14.555
"2240","Megaptera novaeangliae",5220086,36216317.42
"2241","Megasorex gigas",2435912,11.71
"2242","Melanomys caliginosus",5219852,49
"2243","Melanomys robustulus",5219850,53.5
"2244","Melanomys zunigae",5219851,53.5
"2245","Meles anakuma",2433884,11884.03
"2246","Meles leucurus",2433868,11884.03
"2247","Meles meles",2433875,11978.01
"2248","Mellivora capensis",2433695,10000
"2249","Melogale everetti",2433635,1922.63
"2250","Melogale moschata",2433636,805.25
"2251","Melogale orientalis",2433632,1922.63
"2252","Melogale personata",2433644,1922.63
"2253","Melomys aerosus",2438992,92.92
"2254","Melomys arcium",4264967,81.94
"2255","Melomys bannisteri",4264959,82.6
"2256","Melomys bougainville",2438999,60.1
"2257","Melomys burtoni",2439007,62
"2258","Melomys capensis",2438993,70.6
"2259","Melomys caurinus",4264962,95.58
"2260","Melomys cervinipes",2439000,80.3
"2261","Melomys dollmani",4264963,60.1
"2262","Melomys frigicola",4264961,62.475
"2263","Melomys fulgens",4264964,95.16
"2264","Melomys leucogaster",2439002,78.05
"2265","Melomys lutillus",4264965,62
"2266","Melomys matambuai",4264969,60.1
"2267","Melomys obiensis",2438996,140.84
"2268","Melomys paveli",4264966,58.75
"2269","Melomys rubicola",2439012,94
"2270","Melomys rufescens",2438998,58.75
"2271","Melomys talaudium",4264970,96
"2272","Melonycteris melanops",2432797,51.8725
"2273","Melonycteris woodfordi",2432796,36.2
"2274","Melursus ursinus",2433395,88986.6633333333
"2275","Mephitis macroura",5219394,1115.69
"2276","Mephitis mephitis",5219380,3501.22055566667
"2277","Meriones crassus",5219724,41.65
"2278","Meriones grandis",5706750,137.8
"2279","Meriones hurrianae",5219718,70.9666666666667
"2280","Meriones libycus",5219725,91.33
"2281","Meriones meridianus",5219713,53
"2282","Meriones persicus",5219719,100
"2283","Meriones sacramenti",5219714,48.3
