"","species_names","X","ID","Binomial","Common_name","Location","Country","Region","Latitude","Longitude","Class","Order","System","T_realm","T_biome","FW_realm","FW_biome","M_realm","M_biome","minyear","maxyear","duration","points","taxa","first_order_coefficient","first_order_pvalue","second_order_coefficient","second_order_pvalue","strd_error","intercept","x_m","p1","p2","p3","CV","MSE","D","r.sq","derivative","intercept_derivative","derivated_curvature","direction","acceleration","shape_class","linear_slope","linear_slope_pvalue","linear_intercept","first_X_value","last_X_value","magnitude","lin_class","gnbn","dir2","full_realm","LoNL","redlistCategory","populationTrend","GBIF_ID"
"417","Gulo gulo",9239,27566,"Gulo_gulo","Wolverine","Norway","Norway","Europe",64.867984,"12.439186","Mammalia","Carnivora","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1998,2020,23,23,"Mammals",8.56538705008904,2.07063776031803e-07,-0.00212673509587485,0.000107077321827492,0.0832527222003869,-8618.35827787181,2009,2013.74093715362,2006.77952673918,2020.70234756807,0.0313288589869845,0.00602697022067374,0.0122015639680887,0.785341813626121,NA,NA,1.09338777724081e-06,"stable","concave","stable_concave",0.0201654348638942,2.47047207767341e-05,-34.7767417223714,1998,2020,0.0042534701917497,"positive","bad","No trend
non linear","Palearctic","non linear","Least Concern","Decreasing","5219073"
"418","Gulo gulo",3837,8421,"Gulo_gulo","Wolverine","Northern Swedish Mountains (Norrbotten area)","Sweden","Europe",67.13333,"18.5","Mammalia","Carnivora","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1996,2007,12,12,"Mammals",-51.4528923082899,0.133187775225106,0.0128579536292136,0.00487357846628858,0.126744678169632,51477.9259633119,2001.5,2000.81964020261,2003.13824676912,1998.50103363597,0.0469578698577483,0.0120481600832427,0.0386551730437354,0.567964011502124,NA,NA,-3.46843167674735e-05,"stable","convex","stable_convex",0.0174960694519799,0.299284686621497,-30.911981765796,1996,2007,0.0257159072584271,"no trend","good","No trend
non linear","Palearctic","non linear","Least Concern","Decreasing","5219073"
"419","Gulo gulo",228,567,"Gulo_gulo","Wolverine","Central Karelia","Russian Federation","Asia",64,"32.5","Mammalia","Carnivora","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1990,2001,12,12,"Mammals",-0.00311003210813153,0.244228156145407,0,0.94735245803849,0.029848406518871,6.27489027520579,1995.5,NA,NA,NA,0.4248880046921,0.000668195528786834,0.421843216140605,-0.0419546950617975,-0.00311003210813153,6.27489027520579,NA,"stable","constant","stable_constant",-0.00311003210813186,0.218499393701231,6.27489027520645,1990,2001,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Decreasing","5219073"
"420","Gulo gulo",9236,27563,"Gulo_gulo","Wolverine","Finland (inside reindeer areas)","Finland","Europe",65.366353,"28.516576","Mammalia","Carnivora","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1989,2020,32,32,"Mammals",0.102259937140089,9.41305307619506e-16,0,0.138916461837744,0.339023879143086,-202.025142352001,2004.5,NA,NA,NA,0.344513554576279,0.104161829007736,0.0939283788549963,0.889092250993455,0.102259937140089,-202.025142352001,NA,"increase","constant","increase_constant",0.102259937140088,8.39981543657967e-16,-202.025142351998,1989,2020,0,"positive","good","Increase
linear","Palearctic","linear","Least Concern","Decreasing","5219073"
"421","Gulo gulo",4751,11105,"Gulo_gulo","Wolverine","Finnmark, northern Norway","Norway","Europe",70.13333,"24.4","Mammalia","Carnivora","Terrestrial","Palearctic","Tundra","NULL","NULL","NULL","NULL",1992,2002,11,11,"Mammals",0.00711692158963775,0.83974352628018,0,0.0699921165044459,0.357305456751003,-12.270575474799,1997,NA,NA,NA,0.204994776264527,0.0928488650356673,0.181861577443232,0.194375976257661,0.00711692158963775,-12.270575474799,NA,"stable","constant","stable_constant",0.00711692158963779,0.862514538654078,-12.2705754747991,1992,2002,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Decreasing","5219073"
"422","Gulo gulo",9238,27565,"Gulo_gulo","Wolverine","Sweden","Sweden","Europe",64.444593,"15.165737","Mammalia","Carnivora","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1998,2020,23,23,"Mammals",0.0342903590267958,1.21923529859178e-06,0,0.111835261656776,0.159671263184587,-62.6807387100943,2009,NA,NA,NA,0.0456907228955862,0.0221694889451842,0.0135547317340718,0.683181056608936,0.0342903590267958,-62.6807387100943,NA,"increase","constant","increase_constant",0.0342903590267959,1.68990443773709e-06,-62.6807387100946,1998,2020,0,"positive","good","Increase
linear","Palearctic","linear","Least Concern","Decreasing","5219073"
"423","Gulo gulo",9237,27564,"Gulo_gulo","Wolverine","Finland (outside reindeer areas)","Finland","Europe",65.366353,"28.516576","Mammalia","Carnivora","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1989,2020,32,32,"Mammals",0.0911134436617622,3.79070302050888e-27,0,0.500994509774546,0.11684042374536,-178.343160696441,2004.5,NA,NA,NA,0.200822008524823,0.012371839187777,0.0293242653456183,0.981639152225813,0.0911134436617622,-178.343160696441,NA,"increase","constant","increase_constant",0.0911134436617616,6.17683900615667e-28,-178.34316069644,1989,2020,0,"positive","good","Increase
linear","Palearctic","linear","Least Concern","Decreasing","5219073"
"424","Gulo gulo",227,566,"Gulo_gulo","Wolverine","Southern Karelia","Russian Federation","Asia",61.77028,"33.9525","Mammalia","Carnivora","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1990,2001,12,12,"Mammals",0.000284728619698757,0.770424738618211,0,0.702782216739919,0.011320603540544,-0.548096000755385,1995.5,NA,NA,NA,0.516867786896205,9.61170483916332e-05,0.640565870699035,-0.189746811888588,0.000284728619698757,-0.548096000755385,NA,"stable","constant","stable_constant",0.000284728619698772,0.759725029654306,-0.548096000755415,1990,2001,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Decreasing","5219073"
"425","Gulo gulo",226,563,"Gulo_gulo","Wolverine","Northern Finland","Finland","Europe",64,"26","Mammalia","Carnivora","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1990,2001,12,12,"Mammals",0.00109161390834861,0.371659053689822,0,0.435484420149025,0.0138839634262698,-2.1472246992175,1995.5,NA,NA,NA,0.437333192801171,0.000144573330316497,0.69981485812481,-0.0426455950242932,0.00109161390834861,-2.1472246992175,NA,"stable","constant","stable_constant",0.00109161390834854,0.361463566418256,-2.14722469921737,1990,2001,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Decreasing","5219073"
"426","Gulo gulo",4749,11103,"Gulo_gulo","Wolverine","Nord-Tr?®ndelag & Norrland County","Norway","Europe",64.45,"11.75","Mammalia","Carnivora","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1992,2002,11,11,"Mammals",0.0450943802231791,0.0863372704432791,0,0.976138718274664,0.241933701054531,-87.7273757747949,1997,NA,NA,NA,0.113089752071895,0.0425686659679586,0.131845787863178,0.154158673430025,0.0450943802231791,-87.7273757747949,NA,"stable","constant","stable_constant",0.0450943802231791,0.0679939057163404,-87.727375774795,1992,2002,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Decreasing","5219073"
"427","Gulo gulo",225,562,"Gulo_gulo","Wolverine","Central Finland","Finland","Europe",62.5,"25.5","Mammalia","Carnivora","Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL",1990,2001,12,12,"Mammals",0.00194984187258856,0.039537755162526,0,0.554570155550389,0.00969296445855559,-3.86708950773188,1995.5,NA,NA,NA,0.477766735626756,7.04651699961164e-05,0.538857287054555,0.274562891078931,0.00194984187258856,-3.86708950773188,NA,"increase","constant","increase_constant",0.00194984187258852,0.032309807580859,-3.8670895077318,1990,2001,0,"positive","good","Increase
linear","Palearctic","linear","Least Concern","Decreasing","5219073"
"428","Gulo gulo",4750,11104,"Gulo_gulo","Wolverine","Troms, northern Norway","Norway","Europe",69.36667,"18.75","Mammalia","Carnivora","Terrestrial","Palearctic","Tundra","NULL","NULL","NULL","NULL",1992,2002,11,11,"Mammals",0.0528924258945297,0.298339640641799,0,0.0587799930298657,0.498761225732218,-103.411193895013,1997,NA,NA,NA,0.267261881904538,0.18091837112284,0.251214195219213,0.290142029848779,0.0528924258945297,-103.411193895013,NA,"stable","constant","stable_constant",0.0528924258945292,0.376243050552631,-103.411193895012,1992,2002,0,"no trend","no","No trend
linear","Palearctic","linear","Least Concern","Decreasing","5219073"
"429","Gymnobelideus leadbeateri",12613,107161,"Gymnobelideus_leadbeateri","Leadbeater's Possum","Highlands-Southern Fall, Victoria (SiteID=156733)","Australia","Oceania",-37.67163105,"146.4117217","Mammalia","Diprotodontia","Terrestrial","Oceania","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",2001,2017,17,13,"Mammals",-0.11909988855326,1.56306110661512e-05,0,0.174073923055738,0.265616637945713,239.902227438609,2009,NA,NA,NA,1.34545428298844,0.0542709218104494,0.484149714702808,0.833604561280936,-0.11909988855326,239.902227438609,NA,"decrease","constant","decrease_constant",-0.11909988855326,1.40974510037015e-05,239.902227438609,2001,2017,0,"negative","bad","Decrease
linear","Oceania","linear","Critically Endangered","Decreasing","2440054"
"430","Gymnobelideus leadbeateri",12614,107162,"Gymnobelideus_leadbeateri","Leadbeater's Possum","Highlands-Southern Fall, Victoria (SiteID=156741)","Australia","Oceania",-37.67163105,"146.4117217","Mammalia","Diprotodontia","Terrestrial","Oceania","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",2001,2017,17,15,"Mammals",-17.6180551290213,0.000814909404184211,0.00439273610255602,0.00563252570316831,0.114443512681403,17666.5774834114,2009,2005.36234338887,2010.93654591666,2001.07442404713,0.140052416972896,0.0104778540758868,0.0838500476139085,0.674263813914328,NA,NA,-7.38125031847715e-06,"stable","convex","stable_convex",0.0266872477257251,0.00562665004528223,-52.1669170929637,2001,2017,0.00878547220511204,"positive","good","No trend
non linear","Oceania","non linear","Critically Endangered","Decreasing","2440054"
"431","Gymnobelideus leadbeateri",12617,107165,"Gymnobelideus_leadbeateri","Leadbeater's Possum","Highlands-Southern Fall, Victoria (SiteID=156736)","Australia","Oceania",-37.67163105,"146.4117217","Mammalia","Diprotodontia","Terrestrial","Oceania","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",2001,2017,17,16,"Mammals",-0.137357351723001,4.02580607269e-06,0,0.277244108495848,0.341960060728169,276.741966391749,2009,NA,NA,NA,1.02292530747518,0.0950110550457356,0.995199970668419,0.790837371285173,-0.137357351723001,276.741966391749,NA,"decrease","constant","decrease_constant",-0.137357351723001,2.87065063757499e-06,276.741966391749,2001,2017,0,"negative","bad","Decrease
linear","Oceania","linear","Critically Endangered","Decreasing","2440054"
"432","Gymnobelideus leadbeateri",12618,107166,"Gymnobelideus_leadbeateri","Leadbeater's Possum","Highlands-Southern Fall, Victoria (SiteID=156737)","Australia","Oceania",-37.67163105,"146.4117217","Mammalia","Diprotodontia","Terrestrial","Oceania","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",2001,2017,17,17,"Mammals",-47.6541815892923,0.0041478181774035,0.0118476294780785,0.00351077168544912,0.297740160577154,47919.1335353389,2009,2011.12727560674,2015.37242311549,2006.88212809798,2.87925356642778,0.0730052261815962,0.4324393069545,0.578595246188548,NA,NA,8.43673199010368e-05,"stable","convex","stable_convex",-0.0504063463729166,0.0207578217722398,101.425646933843,2001,2017,0.023695258956157,"negative","good","No trend
non linear","Oceania","non linear","Critically Endangered","Decreasing","2440054"
"433","Gymnobelideus leadbeateri",12619,107167,"Gymnobelideus_leadbeateri","Leadbeater's Possum","Highlands-Southern Fall, Victoria (SiteID=156738)","Australia","Oceania",-37.67163105,"146.4117217","Mammalia","Diprotodontia","Terrestrial","Oceania","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",2001,2017,17,13,"Mammals",-0.0344075513916373,0.171563473818219,0,0.0869750435097079,0.445053071392958,70.5596572042717,2009,NA,NA,NA,0.3549089323285,0.152363258735619,0.602454236743839,0.239053747657405,-0.0344075513916373,70.5596572042717,NA,"stable","constant","stable_constant",-0.0344075513916374,0.212182529780567,70.5596572042718,2001,2017,0,"no trend","no","No trend
linear","Oceania","linear","Critically Endangered","Decreasing","2440054"
"434","Gymnobelideus leadbeateri",12620,107168,"Gymnobelideus_leadbeateri","Leadbeater's Possum","Highlands-Southern Fall, Victoria (SiteID=156740)","Australia","Oceania",-37.67163105,"146.4117217","Mammalia","Diprotodontia","Terrestrial","Oceania","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",2001,2017,17,13,"Mammals",42.0957294172973,0.000109791106082684,-0.0105015578875757,0.0420992678358256,0.352706043853559,-42183.9216338641,2009,2004.26117095923,1998.46975100758,2008.04831740707,0.845689316564869,0.0956935025929448,0.497983593704949,0.774105883781741,-0.099530174981858,201.216626580315,-0.000128511152680064,"decrease","accelerated","decrease_accelerated",-0.126995787918624,0.00030154058724835,256.178114339587,2001,2017,0.020545454545525,"negative","bad","Decrease
non linear","Oceania","non linear","Critically Endangered","Decreasing","2440054"
"435","Gymnobelideus leadbeateri",12621,107169,"Gymnobelideus_leadbeateri","Leadbeater's Possum","Highlands-Southern Fall, Victoria (SiteID=156744)","Australia","Oceania",-37.67163105,"146.4117217","Mammalia","Diprotodontia","Terrestrial","Oceania","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",2001,2017,17,16,"Mammals",-55.7436327395861,9.29899440047653e-06,0.0138386765755476,0.00805961096480319,0.383769649974413,56135.1634179638,2009,2014.05215431087,2018.50037415251,2009.10893446925,1.54427523715229,0.119664304696205,0.413643695155724,0.791098410245855,-0.139830259035694,281.143826250927,0.000306159359830907,"decrease","decelerated","decrease_decelerated",-0.134640755319859,7.93268567668377e-05,271.062242250983,2001,2017,0.0270597978461904,"negative","bad","Decrease
non linear","Oceania","non linear","Critically Endangered","Decreasing","2440054"
"436","Gymnobelideus leadbeateri",12622,107170,"Gymnobelideus_leadbeateri","Leadbeater's Possum","Highlands-Southern Fall, Victoria (SiteID=156746)","Australia","Oceania",-37.67163105,"146.4117217","Mammalia","Diprotodontia","Terrestrial","Oceania","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",2001,2017,17,16,"Mammals",-0.0140252617845236,0.464012518831934,0,0.613066385567982,0.3630593054989,29.74767497313,2009,NA,NA,NA,0.222598433857609,0.107097298188842,0.221311033125287,-0.0839951005847019,-0.0140252617845236,29.74767497313,NA,"stable","constant","stable_constant",-0.0140252617845235,0.451234893853274,29.7476749731298,2001,2017,0,"no trend","no","No trend
linear","Oceania","linear","Critically Endangered","Decreasing","2440054"
"437","Gymnobelideus leadbeateri",12623,107171,"Gymnobelideus_leadbeateri","Leadbeater's Possum","Highlands-Southern Fall, Victoria (SiteID=156745)","Australia","Oceania",-37.67163105,"146.4117217","Mammalia","Diprotodontia","Terrestrial","Oceania","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",2001,2017,17,14,"Mammals",-0.0976491644604758,0.00054178199543894,0,0.131695823454367,0.406952358001248,196.944557095117,2009,NA,NA,NA,0.917483605745227,0.130122317036467,0.478473642514606,0.64691731845534,-0.0976491644604758,196.944557095117,NA,"decrease","constant","decrease_constant",-0.0976491644604783,0.000710939766809616,196.944557095122,2001,2017,0,"negative","bad","Decrease
linear","Oceania","linear","Critically Endangered","Decreasing","2440054"
"438","Gymnobelideus leadbeateri",12624,107172,"Gymnobelideus_leadbeateri","Leadbeater's Possum","Highlands-Southern Fall, Victoria (SiteID=156742)","Australia","Oceania",-37.67163105,"146.4117217","Mammalia","Diprotodontia","Terrestrial","Oceania","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",2003,2017,15,14,"Mammals",-0.137874380100635,0.00074729744163719,0,0.35745586420248,0.4642725618419,277.9684165573,2010,NA,NA,NA,0.949192574462658,0.169359937747975,0.497632944979728,0.608600837247628,-0.137874380100635,277.9684165573,NA,"decrease","constant","decrease_constant",-0.137874380100636,0.000580835917099208,277.968416557301,2003,2017,0,"negative","bad","Decrease
linear","Oceania","linear","Critically Endangered","Decreasing","2440054"
"439","Gymnobelideus leadbeateri",12625,107173,"Gymnobelideus_leadbeateri","Leadbeater's Possum","Highlands-Southern Fall, Victoria (SiteID=156743)","Australia","Oceania",-37.67163105,"146.4117217","Mammalia","Diprotodontia","Terrestrial","Oceania","Tropical and subtropical moist broadleaf forests","NULL","NULL","NULL","NULL",2001,2017,17,15,"Mammals",-0.188865965845588,3.84707833180359e-06,0,0.668839373668427,0.454721677342661,380.565705355863,2009,NA,NA,NA,0.988600509319406,0.165417443076258,0.401673685464685,0.815561864235743,-0.188865965845588,380.565705355863,NA,"decrease","constant","decrease_constant",-0.188865965845586,1.6106208671717e-06,380.565705355861,2001,2017,0,"negative","bad","Decrease
linear","Oceania","linear","Critically Endangered","Decreasing","2440054"
