,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Metabolism_W,Trophic,Group,Mass_Spec_Meta_Watt,Inverse_Mass_Spec_Meta_Watt
1435,3,4,Plant,Fagales,Betula platyphylla,125299.9795,9.660492435,,Whole tree,7.7098914728703e-05,12970.35118
1436,3,4,Plant,Fagales,Betula platyphylla,120399.865,8.51571787,,Whole tree,7.07286330430365e-05,14138.54555
1437,3,4,Plant,Fagales,Betula platyphylla,40299.99572,3.339806186,,Whole tree,8.28736114244143e-05,12066.56718
1438,3,4,Plant,Fagales,Betula platyphylla,208899.7884,15.09444901,,Whole tree,7.22568899121108e-05,13839.51068
1439,3,4,Plant,Fagales,Betula platyphylla,13200.00209,1.313848424,,Whole tree,9.95339557917494e-05,10046.82264
1440,3,4,Plant,Fagales,Quercus liaotungensis,451100.1796,36.8795204,,Whole tree,8.17546125447188e-05,12231.72576
1441,3,4,Plant,Fagales,Quercus liaotungensis,170099.8772,14.06012768,,Whole tree,8.26580707483242e-05,12098.03218
1442,3,4,Plant,Fagales,Quercus liaotungensis,54600.04492,5.689816556,,Whole tree,0.000104209,9596.099343
1443,3,4,Plant,Fagales,Quercus liaotungensis,296199.963,23.46125634,,Whole tree,7.92074924664931e-05,12625.06827
1444,3,4,Plant,Fagales,Quercus liaotungensis,102300.0863,10.12134584,,Whole tree,9.89378035470527e-05,10107.36002
1445,3,4,Plant,Fagales,Quercus liaotungensis,41899.99778,6.171010207,,Whole tree,0.000147279,6789.811778
1446,3,4,Plant,Fagales,Quercus liaotungensis,211700.0692,20.64064501,,Whole tree,9.74994721943036e-05,10256.46578
1447,3,4,Plant,Pinales,Pinus massoniana,818700.3951,46.88967955,,Whole tree,5.72733075837386e-05,17460.14055
1448,3,4,Plant,Pinales,Pinus massoniana,596599.6579,35.34136055,,Whole tree,5.92379832686383e-05,16881.06085
1449,3,4,Plant,Pinales,Pinus massoniana,3261399.498,169.4799256,,Whole tree,5.19653988039437e-05,19243.57405
1450,3,4,Plant,Pinales,Pinus massoniana,1992599.422,105.7894269,,Whole tree,5.30911661267288e-05,18835.52525
1451,3,4,Plant,Pinales,Pinus massoniana,958001.0829,54.07720847,,Whole tree,5.64479617346709e-05,17715.43151
1452,3,4,Plant,Pinales,Pinus massoniana,290499.9085,19.06054282,,Whole tree,6.5612904728331e-05,15240.90427
1453,3,4,Plant,Pinales,Pinus tabulaeformis,18800.00653,3.074894819,,Whole tree,0.000163558,6114.032394
1454,3,4,Plant,Pinales,Pinus tabulaeformis,153799.8812,13.46803588,,Whole tree,8.75685713894607e-05,11419.62218
1455,3,4,Plant,Pinales,Pinus tabulaeformis,143399.95,16.44819571,,Whole tree,0.000114702,8718.278439
1456,3,4,Plant,Pinales,Pinus tabulaeformis,58899.96002,7.83127121,,Whole tree,0.000132959,7521.123766
1457,3,4,Plant,Pinales,Pinus tabulaeformis,154000.099,12.03251093,,Whole tree,7.81331376068794e-05,12798.66687
1458,3,4,Plant,Pinales,Pinus tabulaeformis,92300.06354,11.96074592,,Whole tree,0.000129585,7716.91533
1459,3,4,Plant,Pinales,Pinus tabulaeformis,42899.97114,6.109874148,,Whole tree,0.000142421,7021.416497
1460,3,4,Plant,Unknown,Unknown,2.423333329,0.005437674,,Tree sapling,0.002243882,445.6562363
1461,3,4,Plant,Unknown,Unknown,9.813333431,0.009502033,,Tree sapling,0.000968278,1032.761455
1462,3,4,Plant,Unknown,Unknown,272.976666,0.171050964,,Tree sapling,0.000626614,1595.879144
1463,3,4,Plant,Unknown,Unknown,287.5100004,0.266472843,,Tree sapling,0.00092683,1078.946722
1464,3,4,Plant,Unknown,Unknown,304.3966687,0.147380456,,Tree sapling,0.000484172,2065.380153
1465,3,4,Plant,Unknown,Unknown,316.870001,0.154127852,,Tree sapling,0.000486407,2055.890593
1466,3,4,Plant,Unknown,Unknown,320.5266653,0.223802104,,Tree sapling,0.000698232,1432.1879
1467,3,4,Plant,Unknown,Unknown,326.0833359,0.158974916,,Tree sapling,0.000487528,2051.162184
1468,3,4,Plant,Unknown,Unknown,384.9866636,0.208183203,,Tree sapling,0.000540754,1849.268616
1469,3,4,Plant,Unknown,Unknown,541.4200009,0.299594817,,Tree sapling,0.00055335,1807.174124
1470,3,4,Plant,Unknown,Unknown,606.120001,0.432074479,,Tree sapling,0.000712853,1402.813706
1471,3,4,Plant,Unknown,Unknown,693.4466673,0.424632338,,Tree sapling,0.00061235,1633.051949
1472,3,4,Plant,Unknown,Unknown,10.17000006,0.001987563,,Tree sapling,0.000195434,5116.818969
1473,3,4,Plant,Unknown,Unknown,697.3166664,0.385860253,,Tree sapling,0.00055335,1807.174128
1474,3,4,Plant,Unknown,Unknown,733.3406603,0.296009579,,Tree sapling,0.000403645,2477.422058
1475,3,4,Plant,Unknown,Unknown,760.5266645,0.635498376,,Tree sapling,0.000835603,1196.740532
1476,3,4,Plant,Unknown,Unknown,815.2799938,0.548664404,,Tree sapling,0.000672977,1485.935643
1477,3,4,Plant,Unknown,Unknown,861.1133362,0.790788446,,Tree sapling,0.000918333,1088.930093
1478,3,4,Plant,Unknown,Unknown,863.9466705,0.712011381,,Tree sapling,0.000824138,1213.38885
1479,3,4,Plant,Unknown,Unknown,1279.643324,0.699985325,,Tree sapling,0.000547016,1828.100216
1480,3,4,Plant,Unknown,Unknown,1361.780012,0.831968638,,Tree sapling,0.000610942,1636.816521
1481,3,4,Plant,Unknown,Unknown,1595.263341,1.26134063,,Tree sapling,0.000790679,1264.736347
1482,3,4,Plant,Unknown,Unknown,1853.750005,1.26780122,,Tree sapling,0.000683912,1462.177174
1483,3,4,Plant,Unknown,Unknown,10.49333324,0.002387336,,Tree sapling,0.00022751,4395.415325
1484,3,4,Plant,Unknown,Unknown,10.76666661,0.005322078,,Tree sapling,0.000494311,2023.019319
1485,3,4,Plant,Unknown,Unknown,11.51333325,0.009754412,,Tree sapling,0.000847227,1180.320582
1486,3,4,Plant,Unknown,Unknown,11.99333336,0.003925906,,Tree sapling,0.000327341,3054.921172
1487,3,4,Plant,Unknown,Unknown,14.11999995,0.004373556,,Tree sapling,0.000309742,3228.494148
1488,3,4,Plant,Unknown,Unknown,15.06000012,0.002364966,,Tree sapling,0.000157036,6367.956292
1489,3,4,Plant,Unknown,Unknown,15.3766665,0.004264442,,Tree sapling,0.000277332,3605.78629
1490,3,4,Plant,Unknown,Unknown,15.47333347,0.004462558,,Tree sapling,0.000288403,3467.368597
1491,3,4,Plant,Unknown,Unknown,3.976666633,0.001319834,,Tree sapling,0.000331895,3013.005145
1492,3,4,Plant,Unknown,Unknown,17.11666675,0.00419198,,Tree sapling,0.000244906,4083.193801
1493,3,4,Plant,Unknown,Unknown,17.72666654,0.021909228,,Tree sapling,0.001235947,809.0958997
1494,3,4,Plant,Unknown,Unknown,18.53666688,0.006166399,,Tree sapling,0.00033266,3006.076461
1495,3,4,Plant,Unknown,Unknown,20.43666685,0.00581313,,Tree sapling,0.000284446,3515.604648
1496,3,4,Plant,Unknown,Unknown,22.24333308,0.004458614,,Tree sapling,0.000200447,4988.844758
1497,3,4,Plant,Unknown,Unknown,22.61000015,0.006734426,,Tree sapling,0.000297852,3357.375989
1498,3,4,Plant,Unknown,Unknown,23.07000004,0.030133362,,Tree sapling,0.001306171,765.5966181
1499,3,4,Plant,Unknown,Unknown,23.2466665,0.004659729,,Tree sapling,0.000200447,4988.845167
1500,3,4,Plant,Unknown,Unknown,24.26999994,0.008631172,,Tree sapling,0.000355631,2811.900857
1501,3,4,Plant,Unknown,Unknown,24.6766667,0.004605603,,Tree sapling,0.000186638,5357.966525
1502,3,4,Plant,Unknown,Unknown,4.103333306,0.00696846,,Tree sapling,0.001698244,588.8436335
1503,3,4,Plant,Unknown,Unknown,24.78333317,0.011971807,,Tree sapling,0.000483059,2070.141389
1504,3,4,Plant,Unknown,Unknown,26.39333349,0.013197578,,Tree sapling,0.000500035,1999.861906
1505,3,4,Plant,Unknown,Unknown,26.4333335,0.021142286,,Tree sapling,0.000799834,1250.259007
1506,3,4,Plant,Unknown,Unknown,27.50000009,0.007822268,,Tree sapling,0.000284446,3515.604437
1507,3,4,Plant,Unknown,Unknown,29.29000024,0.009698831,,Tree sapling,0.000331131,3019.951604
1508,3,4,Plant,Unknown,Unknown,31.00666701,0.008043686,,Tree sapling,0.000259418,3854.783368
1509,3,4,Plant,Unknown,Unknown,32.69000035,0.006845654,,Tree sapling,0.000209411,4775.292521
1510,3,4,Plant,Unknown,Unknown,34.47000015,0.024346766,,Tree sapling,0.000706318,1415.793792
1511,3,4,Plant,Unknown,Unknown,35.09333363,0.029391695,,Tree sapling,0.000837529,1193.988085
1512,3,4,Plant,Unknown,Unknown,35.19333352,0.021157308,,Tree sapling,0.000601174,1663.412638
1513,3,4,Plant,Unknown,Unknown,5.660000053,0.008352499,,Tree sapling,0.001475707,677.6415122
1514,3,4,Plant,Unknown,Unknown,35.19666668,0.016691737,,Tree sapling,0.000474242,2108.62816
1515,3,4,Plant,Unknown,Unknown,36.37333356,0.014314728,,Tree sapling,0.00039355,2540.972735
1516,3,4,Plant,Unknown,Unknown,41.14333343,0.013561242,,Tree sapling,0.00032961,3033.891249
1517,3,4,Plant,Unknown,Unknown,42.48333335,0.016566035,,Tree sapling,0.000389942,2564.4841
1518,3,4,Plant,Unknown,Unknown,44.14666646,0.025935696,,Tree sapling,0.000587489,1702.158541
1519,3,4,Plant,Unknown,Unknown,45.79999971,0.021031269,,Tree sapling,0.000459198,2177.709757
1520,3,4,Plant,Unknown,Unknown,47.27000032,0.018012982,,Tree sapling,0.000381066,2624.218484
1521,3,4,Plant,Unknown,Unknown,48.9133328,0.011440032,,Tree sapling,0.000233884,4275.629019
1522,3,4,Plant,Unknown,Unknown,54.78666634,0.010439384,,Tree sapling,0.000190546,5248.074632
1523,3,4,Plant,Unknown,Unknown,55.12666697,0.023843046,,Tree sapling,0.000432514,2312.064783
1524,3,4,Plant,Unknown,Unknown,6.316666604,0.00122036,,Tree sapling,0.000193197,5176.068213
1525,3,4,Plant,Unknown,Unknown,57.91333371,0.017449322,,Tree sapling,0.000301301,3318.944639
1526,3,4,Plant,Unknown,Unknown,58.70333373,0.049165761,,Tree sapling,0.000837529,1193.988103
1527,3,4,Plant,Unknown,Unknown,61.49999993,0.026174302,,Tree sapling,0.000425598,2349.632855
1528,3,4,Plant,Unknown,Unknown,67.38333401,0.020024076,,Tree sapling,0.000297167,3365.115774
1529,3,4,Plant,Unknown,Unknown,70.35666664,0.055246562,,Tree sapling,0.000785236,1273.503076
1530,3,4,Plant,Unknown,Unknown,70.53999999,0.050633209,,Tree sapling,0.000717794,1393.156811
1531,3,4,Plant,Unknown,Unknown,70.5566667,0.013757454,,Tree sapling,0.000194984,5128.613674
1532,3,4,Plant,Unknown,Unknown,71.80666641,0.030985946,,Tree sapling,0.000431519,2317.39468
1533,3,4,Plant,Unknown,Unknown,71.90999942,0.037135501,,Tree sapling,0.000516416,1936.421954
1534,3,4,Plant,Unknown,Unknown,73.04000013,0.023203888,,Tree sapling,0.000317687,3147.748348
1535,3,4,Plant,Unknown,Unknown,7.216666655,0.001683979,,Tree sapling,0.000233346,4285.484947
1536,3,4,Plant,Unknown,Unknown,75.2300006,0.026205416,,Tree sapling,0.000348337,2870.780628
1537,3,4,Plant,Unknown,Unknown,75.56666664,0.057720524,,Tree sapling,0.000763836,1309.181924
1538,3,4,Plant,Unknown,Unknown,76.64999931,0.033305208,,Tree sapling,0.00043451,2301.441844
1539,3,4,Plant,Unknown,Unknown,76.75999986,0.032294976,,Tree sapling,0.000420727,2376.840282
1540,3,4,Plant,Unknown,Unknown,78.90333416,0.053962909,,Tree sapling,0.000683912,1462.177181
1541,3,4,Plant,Unknown,Unknown,80.14333399,0.039342994,,Tree sapling,0.000490908,2037.042071
1542,3,4,Plant,Unknown,Unknown,83.82999983,0.036677478,,Tree sapling,0.000437522,2285.598803
1543,3,4,Plant,Unknown,Unknown,89.7566666,0.02128466,,Tree sapling,0.000237137,4216.965016
1544,3,4,Plant,Unknown,Unknown,90.53999898,0.031393554,,Tree sapling,0.000346737,2884.031511
1545,3,4,Plant,Unknown,Unknown,92.27000099,0.038553208,,Tree sapling,0.00041783,2393.315778
1546,3,4,Plant,Unknown,Unknown,7.453333347,0.008981535,,Tree sapling,0.001205036,829.8507267
1547,3,4,Plant,Unknown,Unknown,98.09000017,0.046304664,,Tree sapling,0.000472063,2118.361126
1548,3,4,Plant,Unknown,Unknown,98.33333424,0.049969012,,Tree sapling,0.000508159,1967.886302
1549,3,4,Plant,Unknown,Unknown,107.2433336,0.047029494,,Tree sapling,0.000438531,2280.342068
1550,3,4,Plant,Unknown,Unknown,108.2099996,0.060016048,,Tree sapling,0.000554626,1803.017746
1551,3,4,Plant,Unknown,Unknown,117.483332,0.051047709,,Tree sapling,0.00043451,2301.441814
1552,3,4,Plant,Unknown,Unknown,119.0533322,0.07477244,,Tree sapling,0.000628058,1592.208736
1553,3,4,Plant,Unknown,Unknown,123.9800009,0.094482556,,Tree sapling,0.000762079,1312.199904
1554,3,4,Plant,Unknown,Unknown,125.8766671,0.051044063,,Tree sapling,0.000405509,2466.039334
1555,3,4,Plant,Unknown,Unknown,127.740001,0.073506698,,Tree sapling,0.00057544,1737.800833
1556,3,4,Plant,Unknown,Unknown,128.3933337,0.053894255,,Tree sapling,0.000419759,2382.319483
1557,3,4,Plant,Unknown,Unknown,9.209999896,0.005003335,,Tree sapling,0.00054325,1840.772184
1558,3,4,Plant,Unknown,Unknown,129.2899999,0.05630733,,Tree sapling,0.000435512,2296.148652
1559,3,4,Plant,Unknown,Unknown,132.0999993,0.069647064,,Tree sapling,0.00052723,1896.70593
1560,3,4,Plant,Unknown,Unknown,135.2600007,0.053600567,,Tree sapling,0.000396278,2523.480781
1561,3,4,Plant,Unknown,Unknown,136.6200013,0.060327355,,Tree sapling,0.00044157,2264.644311
1562,3,4,Plant,Unknown,Unknown,142.7099997,0.081181002,,Tree sapling,0.000568853,1757.923605
1563,3,4,Plant,Unknown,Unknown,153.4333316,0.055836696,,Tree sapling,0.000363915,2747.894173
1564,3,4,Plant,Unknown,Unknown,158.5099997,0.097736474,,Tree sapling,0.000616595,1621.81009
1565,3,4,Plant,Unknown,Unknown,162.5833341,0.057026409,,Tree sapling,0.000350752,2851.018273
1566,3,4,Plant,Unknown,Unknown,165.6933335,0.075562277,,Tree sapling,0.000456037,2192.80493
1567,3,4,Plant,Unknown,Unknown,167.7433319,0.066167582,,Tree sapling,0.000394457,2535.128636
1568,3,4,Plant,Unknown,Unknown,9.493333225,0.00631566,,Tree sapling,0.000665273,1503.141908
1569,3,4,Plant,Unknown,Unknown,176.1866651,0.112712747,,Tree sapling,0.000639735,1563.147646
1570,3,4,Plant,Unknown,Unknown,176.2766649,0.109193007,,Tree sapling,0.000619441,1614.358554
1571,3,4,Plant,Unknown,Unknown,181.5133346,0.062360349,,Tree sapling,0.000343558,2910.717106
1572,3,4,Plant,Unknown,Unknown,182.9099981,0.153192479,,Tree sapling,0.000837529,1193.988108
1573,3,4,Plant,Unknown,Unknown,205.7666681,0.095802099,,Tree sapling,0.000465586,2147.830478
1574,3,4,Plant,Unknown,Unknown,215.6233332,0.103441725,,Tree sapling,0.000479733,2084.490888
1575,3,4,Plant,Unknown,Unknown,240.9933314,0.182391681,,Tree sapling,0.000756833,1321.295632
1576,3,4,Plant,Unknown,Unknown,254.4133317,0.142082263,,Tree sapling,0.00055847,1790.605853
1577,3,4,Plant,Unknown,Unknown,261.2666672,0.189270969,,Tree sapling,0.000724436,1380.384264
1578,3,4,Plant,Unknown,Unknown,262.866665,0.101797126,,Tree sapling,0.000387258,2582.260181
1579,3,4,Plant,Unknown,Unknown,0.00925994,2.05e-05,,Whole tree,0.002213837,451.7043902
1580,3,4,Plant,Unknown,Unknown,0.0538403,2.51e-05,,Whole tree,0.000466194,2145.031873
1581,3,4,Plant,Unknown,Unknown,30.9267,0.013678546,,Whole tree,0.000442289,2260.963994
1582,3,4,Plant,Unknown,Unknown,32.2039,0.01547051,,Whole tree,0.000480392,2081.631439
1583,3,4,Plant,Unknown,Unknown,32.8621,0.015791209,,Whole tree,0.00048053,2081.03762
1584,3,4,Plant,Unknown,Unknown,30.9267,0.028630647,,Whole tree,0.000925758,1080.195638
1585,3,4,Plant,Unknown,Unknown,54.4979,0.009650614,,Whole tree,0.000177082,5647.09147
1586,3,4,Plant,Unknown,Unknown,57.9084,0.013962064,,Whole tree,0.000241106,4147.552969
1587,3,4,Plant,Unknown,Unknown,68.0833,0.018608138,,Whole tree,0.000273314,3658.791653
1588,3,4,Plant,Unknown,Unknown,97.997,0.011607885,,Whole tree,0.000118451,8442.278675
1589,3,4,Plant,Unknown,Unknown,280.643,0.012344825,,Whole tree,4.39876462267008e-05,22733.6556
1590,3,4,Plant,Unknown,Unknown,191.071,0.021482213,,Whole tree,0.000112431,8894.381598
1591,3,4,Plant,Unknown,Unknown,0.0700394,2.05e-05,,Whole tree,0.000292692,3416.556098
1592,3,4,Plant,Unknown,Unknown,194.977,0.023803087,,Whole tree,0.000122082,8191.248471
1593,3,4,Plant,Unknown,Unknown,141.054,0.027479539,,Whole tree,0.000194816,5133.055544
1594,3,4,Plant,Unknown,Unknown,143.937,0.034437339,,Whole tree,0.000239253,4179.678343
1595,3,4,Plant,Unknown,Unknown,165.838,0.034437339,,Whole tree,0.000207657,4815.645018
1596,3,4,Plant,Unknown,Unknown,110.646,0.036623687,,Whole tree,0.000330999,3021.159503
1597,3,4,Plant,Unknown,Unknown,102.044,0.044051448,,Whole tree,0.000431691,2316.473229
1598,3,4,Plant,Unknown,Unknown,108.43,0.048810552,,Whole tree,0.000450157,2221.445887
1599,3,4,Plant,Unknown,Unknown,127.482,0.058710027,,Whole tree,0.000460536,2171.383774
1600,3,4,Plant,Unknown,Unknown,617.819,0.026921471,,Whole tree,4.3575013070171e-05,22948.93173
1601,3,4,Plant,Unknown,Unknown,343.58,0.049822312,,Whole tree,0.000145009,6896.10711
1602,3,4,Plant,Unknown,Unknown,0.0422337,4.56e-05,,Whole tree,0.001079706,926.1776316
1603,3,4,Plant,Unknown,Unknown,316.868,0.052985583,,Whole tree,0.000167217,5980.268255
1604,3,4,Plant,Unknown,Unknown,248.56,0.057517547,,Whole tree,0.000231403,4321.463848
1605,3,4,Plant,Unknown,Unknown,194.977,0.063731872,,Whole tree,0.000326869,3059.332699
1606,3,4,Plant,Unknown,Unknown,194.977,0.069183209,,Whole tree,0.000354828,2818.270543
1607,3,4,Plant,Unknown,Unknown,187.244,0.081524428,,Whole tree,0.000435391,2296.783977
1608,3,4,Plant,Unknown,Unknown,238.702,0.081524428,,Whole tree,0.000341532,2927.981292
1609,3,4,Plant,Unknown,Unknown,292.233,0.092204469,,Whole tree,0.000315517,3169.401691
1610,3,4,Plant,Unknown,Unknown,191.071,0.133397751,,Whole tree,0.000698158,1432.34049
1611,3,4,Plant,Unknown,Unknown,220.144,0.218277888,,Whole tree,0.000991523,1008.549249
1612,3,4,Plant,Unknown,Unknown,395.858,0.322341807,,Whole tree,0.000814286,1228.06906
1613,3,4,Plant,Unknown,Unknown,0.0968145,2.73e-05,,Whole tree,0.000281983,3546.318681
1614,3,4,Plant,Unknown,Unknown,569.786,0.07510054,,Whole tree,0.000131805,7586.976072
1615,3,4,Plant,Unknown,Unknown,643.333,0.084939175,,Whole tree,0.00013203,7574.043426
1616,3,4,Plant,Unknown,Unknown,669.901,0.147809812,,Whole tree,0.000220644,4532.182207
1617,3,4,Plant,Unknown,Unknown,741.22,0.120390888,,Whole tree,0.000162423,6156.778244
1618,3,4,Plant,Unknown,Unknown,944.921,0.090331924,,Whole tree,9.55973293005447e-05,10460.54327
1619,3,4,Plant,Unknown,Unknown,1842.37,0.070617249,,Whole tree,3.83295695218659e-05,26089.51816
1620,3,4,Plant,Unknown,Unknown,1045.52,0.174176415,,Whole tree,0.000166593,6002.64967
1621,3,4,Plant,Unknown,Unknown,889.269,0.241860235,,Whole tree,0.000271976,3676.788787
1622,3,4,Plant,Unknown,Unknown,1004.05,0.57256157,,Whole tree,0.000570252,1753.610533
1623,3,4,Plant,Unknown,Unknown,1254.35,0.32902393,,Whole tree,0.000262306,3812.336689
1624,3,4,Plant,Unknown,Unknown,0.0892875,4.65e-05,,Whole tree,0.00052079,1920.16129
1625,3,4,Plant,Unknown,Unknown,1567.04,0.285004029,,Whole tree,0.000181874,5498.308236
1626,3,4,Plant,Unknown,Unknown,1842.37,0.227421585,,Whole tree,0.00012344,8101.121976
1627,3,4,Plant,Unknown,Unknown,1842.37,0.213845072,,Whole tree,0.000116071,8615.442866
1628,3,4,Plant,Unknown,Unknown,2761.37,0.196994872,,Whole tree,7.13395423286267e-05,14017.47148
1629,3,4,Plant,Unknown,Unknown,1769.31,0.456878408,,Whole tree,0.000258224,3872.60586
1630,3,4,Plant,Unknown,Unknown,2038.52,0.717533946,,Whole tree,0.000351988,2841.008445
1631,3,4,Plant,Unknown,Unknown,3246.56,0.357166635,,Whole tree,0.000110014,9089.762822
1632,3,4,Plant,Unknown,Unknown,3380.63,0.403958173,,Whole tree,0.000119492,8368.762476
1633,3,4,Plant,Unknown,Unknown,3449.73,0.506240583,,Whole tree,0.000146748,6814.40824
1634,3,4,Plant,Unknown,Unknown,3974.63,0.674697511,,Whole tree,0.000169751,5890.980677
1635,3,4,Plant,Unknown,Unknown,0.0840289,6.46e-05,,Whole tree,0.000768783,1300.756966
1636,3,4,Plant,Unknown,Unknown,4673,1.806471726,,Whole tree,0.000386576,2586.810484
1637,3,4,Plant,Unknown,Unknown,4768.51,1.223274283,,Whole tree,0.000256532,3898.152742
1638,3,4,Plant,Unknown,Unknown,8069.64,1.038097399,,Whole tree,0.000128642,7773.490241
1639,3,4,Plant,Unknown,Unknown,16383.7,0.956300314,,Whole tree,5.83690078553684e-05,17132.37961
1640,3,4,Plant,Unknown,Unknown,17764.8,2.217890785,,Whole tree,0.000124847,8009.772221
1641,3,4,Plant,Unknown,Unknown,25570.1,2.358703453,,Whole tree,9.22445924341321e-05,10840.74387
1642,3,4,Plant,Unknown,Unknown,29460.8,2.358703453,,Whole tree,8.00624373065226e-05,12490.25178
1643,3,4,Plant,Unknown,Unknown,31304.5,2.043133453,,Whole tree,6.52664458144995e-05,15321.80874
1644,3,4,Plant,Unknown,Unknown,32597.3,1.223274283,,Whole tree,3.75268590650146e-05,26647.58056
1645,3,4,Plant,Unknown,Unknown,26626.1,6.061411883,,Whole tree,0.000227649,4392.722441
1646,3,4,Plant,Unknown,Unknown,0.0700394,0.000107912,,Whole tree,0.001540733,649.0418118
1647,3,4,Plant,Unknown,Unknown,34637.2,6.579865695,,Whole tree,0.000189965,5264.119604
1648,3,4,Plant,Unknown,Unknown,93351.9,6.187059417,,Whole tree,6.62767379881931e-05,15088.25012
1649,3,4,Plant,Unknown,Unknown,119007,3.629122601,,Whole tree,3.04950347542582e-05,32792.22365
1650,3,4,Plant,Unknown,Unknown,178368,3.704353386,,Whole tree,2.07680379103875e-05,48150.91365
1651,3,4,Plant,Unknown,Unknown,185735,4.836754036,,Whole tree,2.60411556034135e-05,38400.75361
1652,3,4,Plant,Unknown,Unknown,205508,8.245867265,,Whole tree,4.0124312751815e-05,24922.54525
1653,3,4,Plant,Unknown,Unknown,171294,10.12386525,,Whole tree,5.91022759115906e-05,16919.8222
1654,3,4,Plant,Unknown,Unknown,185735,14.05792197,,Whole tree,7.56880607855278e-05,13212.12341
1655,3,4,Plant,Unknown,Unknown,222833,15.89959574,,Whole tree,7.13520696665216e-05,14015.01042
1656,3,4,Plant,Unknown,Unknown,314314,14.95043408,,Whole tree,4.75652821064286e-05,21023.73739
1657,3,4,Plant,Unknown,Unknown,0.0659145,0.000135235,,Whole tree,0.002051673,487.4071061
1658,3,4,Plant,Unknown,Unknown,500579,22.53570538,,Whole tree,4.50192784355716e-05,22212.70608
1659,3,4,Plant,Unknown,Unknown,576745,30.03471794,,Whole tree,5.20762519657734e-05,19202.61083
1660,3,4,Plant,Unknown,Unknown,781258,31.29286076,,Whole tree,4.00544516152155e-05,24966.01401
1661,3,4,Plant,Unknown,Unknown,625365,40.85892848,,Whole tree,6.53361292685072e-05,15305.46745
1662,3,4,Plant,Unknown,Unknown,600563,51.20452466,,Whole tree,8.52608713157487e-05,11728.7096
1663,3,4,Plant,Unknown,Unknown,452414,35.39244955,,Whole tree,7.82302261866344e-05,12782.78293
1664,3,4,Plant,Unknown,Unknown,956462,72.5758722,,Whole tree,7.58795145024058e-05,13178.78754
1665,3,4,Plant,Unknown,Unknown,1079920,65.49941031,,Whole tree,6.06520948866583e-05,16487.47668
1666,3,4,Plant,Unknown,Unknown,1194890,53.34927578,,Whole tree,4.4647855267012e-05,22397.49242
1667,3,4,Plant,Unknown,Unknown,1404840,56.73653139,,Whole tree,4.03864720466388e-05,24760.7664
